"flightairvehicleid","flightid","planeid"
"84304","60805","67"
"84305","60805","103"
"84306","60806","73"
"84307","60806","101"
"84308","60806","62"
"84309","60807","103"
"84310","60808","103"
"84311","60808","101"
"84312","60809","68"
"84313","60809","78"
"84314","60810","78"
"84315","60811","101"
"84316","60812","101"
"84317","60812","47"
"84318","60812","11"
"84319","60812","12"
"84320","60812","100"
"84321","60813","68"
"84322","60814","103"
"84323","60814","80"
"84324","60814","101"
"84325","60814","12"
"84326","60814","11"
"84327","60815","106"
"84328","60815","68"
"84329","60816","100"
"84330","60816","65"
"84331","60816","101"
"84332","60816","11"
"84333","60817","103"
"84334","60817","101"
"84335","60818","80"
"84336","60818","12"
"84337","60818","101"
"84338","60819","78"
"84339","60820","101"
"84340","60820","47"
"84341","60820","12"
"84342","60820","11"
"84343","60821","8"
"84344","60822","68"
"84345","60822","87"
"84346","60823","80"
"84347","60823","103"
"84348","60823","47"
"84349","60824","101"
"84350","60824","11"
"84351","60825","101"
"84352","60825","66"
"84353","60825","80"
"84354","60825","12"
"84355","60825","47"
"84356","60825","67"
"84357","60826","104"
"84358","60826","96"
"84359","60827","68"
"84360","60828","12"
"84361","60829","100"
"84362","60829","11"
"84363","60830","87"
"84364","60830","68"
"84365","60831","80"
"84366","60831","103"
"84367","60832","12"
"84368","60833","78"
"84369","60834","68"
"84370","60835","78"
"84371","60836","87"
"84372","60837","69"
"84373","60838","101"
"84374","60839","12"
"84375","60839","101"
"84376","60839","11"
"84377","60839","73"
"84378","60840","68"
"84379","60841","101"
"84380","60841","100"
"84381","60841","11"
"84382","60842","101"
"84383","60842","12"
"84384","60842","103"
"84385","60843","80"
"84386","60843","67"
"84387","60844","55"
"84388","60844","11"
"84389","60844","47"
"84390","60844","80"
"84391","60844","101"
"84392","60845","68"
"84393","60845","87"
"84394","60845","78"
"84395","60846","62"
"84396","60847","87"
"84397","60848","67"
"84398","60848","80"
"84399","60848","47"
"84400","60849","78"
"84401","60850","78"
"84402","60851","38"
"84403","60851","80"
"84404","60852","87"
"84405","60852","99"
"84406","60852","78"
"84407","60853","68"
"84408","60854","68"
"84409","60854","78"
"84410","60855","78"
"84411","60856","78"
"84412","60857","78"
"84413","60858","78"
"84414","60859","78"
"84415","60860","19"
"84416","60861","68"
"84417","60862","12"
"84418","60863","106"
"84419","60863","96"
"84420","60863","104"
"84421","60864","68"
"84422","60865","68"
"84423","60865","106"
"84424","60866","68"
"84425","60867","104"
"84426","60867","96"
"84427","60868","68"
"84428","60869","12"
"84429","60870","68"
"84430","60870","87"
"84431","60871","87"
"84432","60872","69"
"84433","60873","68"
"84434","60874","87"
"84435","60874","78"
"84436","60874","68"
"84437","60875","87"
"84438","60876","87"
"84439","60876","99"
"84440","60876","78"
"84441","60877","87"
"84442","60878","12"
"84443","60879","78"
"84444","60879","68"
"84445","60880","106"
"84446","60881","87"
"84447","60881","99"
"84448","60882","99"
"84449","60883","83"
"84450","60884","87"
"84451","60885","104"
"84452","60886","78"
"84453","60887","108"
"84454","60887","69"
"84455","60888","66"
"84456","60888","28"
"84457","60888","47"
"84458","60889","87"
"84459","60890","104"
"84460","60891","78"
"84461","60892","78"
"84462","60893","12"
"84463","60894","78"
"84464","60895","69"
"84465","60896","78"
"84466","60897","101"
"84467","60897","103"
"84468","60897","80"
"84469","60898","104"
"84470","60898","80"
"84471","60898","67"
"84472","60899","78"
"84473","60900","78"
"84474","60901","78"
"84475","60902","101"
"84476","60902","12"
"84477","60903","66"
"84478","60903","65"
"84479","60903","47"
"84480","60904","101"
"84481","60904","80"
"84482","60904","103"
"84483","60904","66"
"84484","60905","78"
"84485","60905","68"
"84486","60906","106"
"84487","60907","103"
"84488","60907","80"
"84489","60907","101"
"84490","60908","11"
"84491","60908","62"
"84492","60908","73"
"84493","60908","101"
"84494","60909","62"
"84495","60910","62"
"84496","60911","69"
"84497","60912","69"
"84498","60913","87"
"84499","60914","101"
"84500","60914","62"
"84501","60915","100"
"84502","60915","101"
"84503","60915","11"
"84504","60916","99"
"84505","60917","80"
"84506","60917","103"
"84507","60918","19"
"84508","60919","83"
"84509","60920","80"
"84510","60920","67"
"84511","60921","103"
"84512","60922","87"
"84513","60923","103"
"84514","60923","101"
"84515","60923","12"
"84516","60923","67"
"84517","60924","103"
"84518","60924","80"
"84519","60924","101"
"84520","60925","66"
"84521","60925","38"
"84522","60925","67"
"84523","60926","80"
"84524","60926","103"
"84525","60926","12"
"84526","60927","101"
"84527","60927","100"
"84528","60927","11"
"84529","60928","101"
"84530","60928","103"
"84531","60929","104"
"84532","60930","38"
"84533","60930","67"
"84534","60930","80"
"84535","60931","78"
"84536","60932","69"
"84537","60932","108"
"84538","60933","69"
"84539","60934","66"
"84540","60934","80"
"84541","60934","107"
"84542","60935","80"
"84543","60936","103"
"84544","60937","103"
"84545","60937","100"
"84546","60937","101"
"84547","60937","11"
"84548","60938","87"
"84549","60939","80"
"84550","60939","67"
"84551","60940","73"
"84552","60940","62"
"84553","60940","101"
"84554","60941","103"
"84555","60942","68"
"84556","60943","68"
"84557","60944","68"
"84558","60945","66"
"84559","60945","28"
"84560","60945","47"
"84561","60946","16"
"84562","60947","16"
"84563","60948","16"
"84564","60948","30"
"84565","60949","16"
"84566","60950","30"
"84567","60951","30"
"84568","60952","16"
"84569","60953","16"
"84570","60954","16"
"84571","60955","16"
"84572","60956","16"
"84573","60957","16"
"84574","60958","16"
"84575","60959","16"
"84576","60960","16"
"84577","60961","16"
"84578","60962","16"
"84579","60963","16"
"84580","60964","16"
"84581","60965","16"
"84582","60966","16"
"84583","60967","16"
"84584","60968","16"
"84585","60969","16"
"84586","60970","16"
"84587","60971","16"
"84588","60972","16"
"84589","60973","16"
"84590","60974","16"
"84591","60975","16"
"84592","60976","16"
"84593","60976","30"
"84594","60977","16"
"84595","60978","16"
"84596","60979","16"
"84597","60980","16"
"84598","60980","30"
"84599","60981","16"
"84600","60982","30"
"84601","60983","30"
"84602","60984","16"
"84603","60985","16"
"84604","60986","16"
"84605","60987","16"
"84606","60988","16"
"84607","60989","16"
"84608","60990","16"
"84609","60991","16"
"84610","60992","16"
"84611","60992","30"
"84612","60993","16"
"84613","60994","16"
"84614","60995","16"
"84615","60996","16"
"84616","60997","16"
"84617","60998","16"
"84618","60999","16"
"84619","61000","16"
"84620","61001","16"
"84621","61002","16"
"84622","61003","16"
"84623","61004","16"
"84624","61005","16"
"84625","61006","16"
"84626","61007","16"
"84627","61008","16"
"84628","61009","16"
"84629","61010","16"
"84630","61011","16"
"84631","61012","16"
"84632","61013","16"
"84633","61014","16"
"84634","61015","16"
"84635","61016","16"
"84636","61017","16"
"84637","61018","16"
"84638","61019","16"
"84639","61020","16"
"84640","61021","16"
"84641","61022","16"
"84642","61023","16"
"84643","61024","16"
"84644","61025","16"
"84645","61026","16"
"84646","61027","16"
"84647","61028","16"
"84648","61029","16"
"84649","61030","30"
"84650","61031","30"
"84651","61032","30"
"84652","61033","30"
"84653","61034","30"
"84654","61034","16"
"84655","61035","30"
"84656","61036","16"
"84657","61037","16"
"84658","61038","16"
"84659","61039","16"
"84660","61040","8"
"84661","61041","16"
"84662","61042","16"
"84663","61043","8"
"84664","61044","16"
"84665","61045","16"
"84666","61046","16"
"84667","61046","8"
"84668","61047","16"
"84669","61048","8"
"84670","61049","16"
"84671","61050","16"
"84672","61051","8"
"84673","61052","16"
"84674","61053","16"
"84675","61054","16"
"84676","61054","8"
"84677","61055","8"
"84678","61056","16"
"84679","61057","16"
"84680","61058","8"
"84681","61058","16"
"84682","61059","16"
"84683","61060","16"
"84684","61061","8"
"84685","61061","16"
"84686","61062","16"
"84687","61063","16"
"84688","61064","16"
"84689","61065","8"
"84690","61066","16"
"84691","61067","16"
"84692","61068","16"
"84693","61069","16"
"84694","61070","16"
"84695","61071","8"
"84696","61071","16"
"84697","61072","16"
"84698","61073","16"
"84699","61074","16"
"84700","61075","16"
"84701","61076","8"
"84702","61076","16"
"84703","61077","16"
"84704","61078","16"
"84705","61079","16"
"84706","61080","16"
"84707","61081","11"
"84708","61082","11"
"84709","61082","12"
"84710","61083","12"
"84711","61084","12"
"84712","61085","12"
"84713","61086","12"
"84714","61087","11"
"84715","61087","12"
"84716","61088","11"
"84717","61088","12"
"84718","61089","12"
"84719","61090","12"
"84720","61091","12"
"84721","61092","12"
"84722","61093","12"
"84723","61093","11"
"84724","61094","11"
"84725","61094","12"
"84726","61095","12"
"84727","61096","12"
"84728","61097","12"
"84729","61098","12"
"84730","61099","12"
"84731","61100","12"
"84732","61100","11"
"84733","61101","12"
"84734","61101","11"
"84735","61102","12"
"84736","61103","11"
"84737","61103","12"
"84738","61104","12"
"84739","61105","12"
"84740","61106","12"
"84741","61106","11"
"84742","61107","12"
"84743","61108","12"
"84744","61109","12"
"84745","61110","12"
"84746","61111","11"
"84747","61111","12"
"84748","61112","11"
"84749","61112","12"
"84750","61113","12"
"84751","61113","11"
"84752","61114","12"
"84753","61115","12"
"84754","61116","12"
"84755","61117","12"
"84756","61118","12"
"84757","61119","12"
"84758","61120","12"
"84759","61120","11"
"84760","61121","11"
"84761","61122","12"
"84762","61123","11"
"84763","61123","12"
"84764","61124","12"
"84765","61124","11"
"84766","61125","11"
"84767","61125","12"
"84768","61126","11"
"84769","61127","12"
"84770","61128","12"
"84771","61129","12"
"84772","61130","12"
"84773","61130","11"
"84774","61131","12"
"84775","61132","12"
"84776","61133","12"
"84777","61133","11"
"84778","61134","12"
"84779","61135","11"
"84780","61135","12"
"84781","61136","12"
"84782","61136","11"
"84783","61137","12"
"84784","61138","12"
"84785","61139","12"
"84786","61140","11"
"84787","61141","12"
"84788","61142","11"
"84789","61142","12"
"84790","61143","12"
"84791","61143","11"
"84792","61144","12"
"84793","61145","12"
"84794","61146","12"
"84795","61147","12"
"84796","61148","12"
"84797","61149","12"
"84798","61150","12"
"84799","61151","12"
"84800","61152","12"
"84801","61153","12"
"84802","61154","12"
"84803","61155","12"
"84804","61156","12"
"84805","61157","12"
"84806","61158","12"
"84807","61159","12"
"84808","61160","12"
"84809","61161","12"
"84810","61162","12"
"84811","61163","12"
"84812","61164","12"
"84813","61165","12"
"84814","61166","12"
"84815","61167","12"
"84816","61168","12"
"84817","61169","12"
"84818","61170","12"
"84819","61171","12"
"84820","61172","12"
"84821","61173","12"
"84822","61174","12"
"84823","61175","12"
"84824","61176","12"
"84825","61177","12"
"84826","61178","12"
"84827","61179","12"
"84828","61180","12"
"84829","61181","12"
"84830","61182","12"
"84831","61183","12"
"84832","61184","12"
"84833","61185","12"
"84834","61186","12"
"84835","61187","12"
"84836","61188","12"
"84837","61189","12"
"84838","61190","12"
"84839","61191","12"
"84840","61192","12"
"84841","61193","12"
"84842","61194","12"
"84843","61195","12"
"84844","61196","12"
"84845","61197","12"
"84846","61198","12"
"84847","61199","12"
"84848","61200","12"
"84849","61201","12"
"84850","61202","12"
"84851","61203","12"
"84852","61204","12"
"84853","61205","12"
"84854","61206","12"
"84855","61207","12"
"84856","61208","12"
"84857","61209","12"
"84858","61209","11"
"84859","61210","12"
"84860","61211","12"
"84861","61212","12"
"84862","61213","12"
"84863","61214","12"
"84864","61215","12"
"84865","61216","12"
"84866","61217","11"
"84867","61217","12"
"84868","61218","11"
"84869","61219","12"
"84870","61220","11"
"84871","61221","12"
"84872","61222","12"
"84873","61223","12"
"84874","61224","11"
"84875","61225","12"
"84876","61226","12"
"84877","61227","12"
"84878","61228","12"
"84879","61229","12"
"84880","61230","12"
"84881","61231","12"
"84882","61232","12"
"84883","61233","12"
"84884","61234","12"
"84885","61235","12"
"84886","61236","12"
"84887","61237","12"
"84888","61238","11"
"84889","61238","12"
"84890","61239","12"
"84891","61240","12"
"84892","61241","12"
"84893","61242","12"
"84894","61243","12"
"84895","61244","12"
"84896","61245","12"
"84897","61246","12"
"84898","61247","12"
"84899","61248","12"
"84900","61249","12"
"84901","61250","12"
"84902","61251","12"
"84903","61252","12"
"84904","61253","12"
"84905","61254","12"
"84906","61255","12"
"84907","61256","12"
"84908","61257","12"
"84909","61258","12"
"84910","61258","11"
"84911","61259","12"
"84912","61260","12"
"84913","61261","12"
"84914","61262","12"
"84915","61263","12"
"84916","61264","12"
"84917","61265","12"
"84918","61266","12"
"84919","61267","12"
"84920","61268","12"
"84921","61269","12"
"84922","61270","12"
"84923","61271","12"
"84924","61272","12"
"84925","61273","12"
"84926","61274","12"
"84927","61275","12"
"84928","61276","12"
"84929","61277","12"
"84930","61278","12"
"84931","61279","12"
"84932","61280","12"
"84933","61281","12"
"84934","61282","12"
"84935","61283","12"
"84936","61284","12"
"84937","61285","12"
"84938","61286","12"
"84939","61287","11"
"84940","61287","12"
"84941","61288","12"
"84942","61289","12"
"84943","61290","12"
"84944","61291","12"
"84945","61292","12"
"84946","61293","12"
"84947","61294","12"
"84948","61295","12"
"84949","61296","12"
"84950","61297","12"
"84951","61298","12"
"84952","61299","12"
"84953","61300","12"
"84954","61301","12"
"84955","61302","12"
"84956","61303","12"
"84957","61304","12"
"84958","61305","12"
"84959","61306","12"
"84960","61307","12"
"84961","61308","12"
"84962","61309","12"
"84963","61310","12"
"84964","61311","12"
"84965","61312","11"
"84966","61313","12"
"84967","61314","12"
"84968","61315","12"
"84969","61316","12"
"84970","61317","12"
"84971","61318","12"
"84972","61319","12"
"84973","61320","12"
"84974","61321","12"
"84975","61322","12"
"84976","61323","12"
"84977","61324","11"
"84978","61325","12"
"84979","61325","11"
"84980","61326","12"
"84981","61327","12"
"84982","61328","12"
"84983","61329","12"
"84984","61330","12"
"84985","61331","12"
"84986","61332","12"
"84987","61333","11"
"84988","61334","12"
"84989","61335","12"
"84990","61336","11"
"84991","61337","12"
"84992","61338","12"
"84993","61339","12"
"84994","61340","12"
"84995","61341","12"
"84996","61342","12"
"84997","61343","12"
"84998","61344","12"
"84999","61345","12"
"85000","61346","11"
"85001","61346","12"
"85002","61347","11"
"85003","61348","12"
"85004","61349","11"
"85005","61350","12"
"85006","61351","12"
"85007","61352","12"
"85008","61353","12"
"85009","61354","12"
"85010","61355","12"
"85011","61356","12"
"85012","61357","12"
"85013","61358","12"
"85014","61359","12"
"85015","61360","12"
"85016","61361","11"
"85017","61362","11"
"85018","61363","11"
"85019","61364","11"
"85020","61365","11"
"85021","61366","11"
"85022","61367","11"
"85023","61368","11"
"85024","61369","11"
"85025","61370","11"
"85026","61371","12"
"85027","61372","12"
"85028","61373","12"
"85029","61374","12"
"85030","61375","12"
"85031","61376","12"
"85032","61377","12"
"85033","61378","12"
"85034","61379","12"
"85035","61380","12"
"85036","61381","12"
"85037","61382","12"
"85038","61383","12"
"85039","61384","12"
"85040","61385","12"
"85041","61386","12"
"85042","61387","12"
"85043","61388","12"
"85044","61389","12"
"85045","61390","12"
"85046","61391","12"
"85047","61392","12"
"85048","61393","12"
"85049","61394","12"
"85050","61395","12"
"85051","61396","12"
"85052","61397","12"
"85053","61398","11"
"85054","61398","12"
"85055","61399","12"
"85056","61400","11"
"85057","61401","12"
"85058","61402","12"
"85059","61403","12"
"85060","61404","12"
"85061","61405","12"
"85062","61406","12"
"85063","61407","12"
"85064","61408","12"
"85065","61409","12"
"85066","61410","12"
"85067","61411","12"
"85068","61412","12"
"85069","61413","12"
"85070","61414","12"
"85071","61415","12"
"85072","61416","12"
"85073","61417","12"
"85074","61418","12"
"85075","61419","11"
"85076","61420","12"
"85077","61421","12"
"85078","61422","12"
"85079","61423","12"
"85080","61424","12"
"85081","61425","12"
"85082","61426","12"
"85083","61427","12"
"85084","61428","12"
"85085","61429","12"
"85086","61430","12"
"85087","61431","12"
"85088","61432","12"
"85089","61433","12"
"85090","61434","12"
"85091","61435","12"
"85092","61436","12"
"85093","61437","12"
"85094","61438","12"
"85095","61439","12"
"85096","61440","12"
"85097","61441","12"
"85098","61442","12"
"85099","61443","12"
"85100","61444","12"
"85101","61444","11"
"85102","61445","12"
"85103","61446","12"
"85104","61447","12"
"85105","61448","11"
"85106","61449","12"
"85107","61450","12"
"85108","61451","12"
"85109","61452","12"
"85110","61453","12"
"85111","61454","12"
"85112","61455","12"
"85113","61456","12"
"85114","61457","12"
"85115","61458","12"
"85116","61459","12"
"85117","61460","12"
"85118","61461","12"
"85119","61462","12"
"85120","61463","12"
"85121","61464","12"
"85122","61465","12"
"85123","61466","12"
"85124","61467","12"
"85125","61468","12"
"85126","61469","12"
"85127","61470","12"
"85128","61471","12"
"85129","61472","12"
"85130","61473","12"
"85131","61474","12"
"85132","61475","12"
"85133","61476","12"
"85134","61477","12"
"85135","61478","11"
"85136","61479","12"
"85137","61480","12"
"85138","61481","12"
"85139","61482","12"
"85140","61483","12"
"85141","61484","12"
"85142","61485","12"
"85143","61486","12"
"85144","61487","12"
"85145","61488","12"
"85146","61489","12"
"85147","61490","12"
"85148","61491","12"
"85149","61492","12"
"85150","61493","12"
"85151","61494","12"
"85152","61495","12"
"85153","61496","12"
"85154","61497","12"
"85155","61498","12"
"85156","61499","12"
"85157","61500","12"
"85158","61501","12"
"85159","61502","12"
"85160","61503","12"
"85161","61504","12"
"85162","61505","12"
"85163","61506","12"
"85164","61507","12"
"85165","61508","12"
"85166","61509","12"
"85167","61510","12"
"85168","61511","12"
"85169","61512","12"
"85170","61513","12"
"85171","61514","12"
"85172","61515","12"
"85173","61516","11"
"85174","61517","12"
"85175","61518","12"
"85176","61519","12"
"85177","61520","12"
"85178","61521","12"
"85179","61522","12"
"85180","61523","12"
"85181","61524","12"
"85182","61525","12"
"85183","61526","12"
"85184","61527","12"
"85185","61528","12"
"85186","61529","12"
"85187","61530","11"
"85188","61530","12"
"85189","61531","42"
"85190","61532","12"
"85191","61533","12"
"85192","61534","12"
"85193","61535","116"
"85194","61536","116"
"85195","61537","12"
"85196","61538","64"
"85197","61539","116"
"85198","61540","12"
"85199","61541","156"
"85200","61542","156"
"85201","61543","12"
"85202","61544","12"
"85203","61545","12"
"85204","61546","12"
"85205","61547","116"
"85206","61548","116"
"85207","61549","156"
"85208","61550","156"
"85209","61551","156"
"85210","61552","12"
"85211","61553","15"
"85212","61554","12"
"85213","61555","12"
"85214","61556","12"
"85215","61557","116"
"85216","61558","116"
"85217","61559","12"
"85218","61560","12"
"85219","61561","12"
"85220","61562","12"
"85221","61563","12"
"85222","61564","12"
"85223","61565","64"
"85224","61566","12"
"85225","61567","116"
"85226","61568","123"
"85227","61569","42"
"85228","61570","116"
"85229","61571","116"
"85230","61572","116"
"85231","61573","116"
"85232","61574","15"
"85233","61575","12"
"85234","61576","12"
"85235","61577","156"
"85236","61578","12"
"85237","61579","12"
"85238","61580","12"
"85239","61581","116"
"85240","61582","116"
"85241","61583","116"
"85242","61584","12"
"85243","61585","123"
"85244","61586","116"
"85245","61587","116"
"85246","61588","116"
"85247","61589","12"
"85248","61590","12"
"85249","61591","156"
"85250","61592","156"
"85251","61593","62"
"85252","61594","62"
"85253","61595","62"
"85254","61595","28"
"85255","61596","28"
"85256","61597","28"
"85257","61598","18"
"85258","61599","62"
"85259","61600","62"
"85260","61600","18"
"85261","61601","47"
"85262","61601","62"
"85263","61601","28"
"85264","61602","28"
"85265","61603","28"
"85266","61603","18"
"85267","61604","18"
"85268","61605","62"
"85269","61605","28"
"85270","61606","62"
"85271","61606","28"
"85272","61607","62"
"85273","61608","62"
"85274","61609","28"
"85275","61609","47"
"85276","61610","28"
"85277","61611","28"
"85278","61612","62"
"85279","61612","28"
"85280","61613","28"
"85281","61614","28"
"85282","61615","28"
"85283","61615","62"
"85284","61616","28"
"85285","61616","62"
"85286","61617","62"
"85287","61618","62"
"85288","61618","28"
"85289","61619","62"
"85290","61620","62"
"85291","61620","28"
"85292","61621","62"
"85293","61622","28"
"85294","61623","28"
"85295","61624","28"
"85296","61625","28"
"85297","61626","18"
"85298","61627","62"
"85299","61628","88"
"85300","61629","61"
"85301","61630","28"
"85302","61631","62"
"85303","61632","18"
"85304","61633","62"
"85305","61634","61"
"85306","61635","62"
"85307","61636","47"
"85308","61636","28"
"85309","61637","28"
"85310","61637","47"
"85311","61638","28"
"85312","61639","28"
"85313","61640","62"
"85314","61640","28"
"85315","61641","28"
"85316","61642","28"
"85317","61643","88"
"85318","61644","61"
"85319","61645","28"
"85320","61646","62"
"85321","61647","18"
"85322","61647","62"
"85323","61648","61"
"85324","61649","28"
"85325","61649","47"
"85326","61650","28"
"85327","61650","62"
"85328","61650","18"
"85329","61651","18"
"85330","61652","28"
"85331","61653","28"
"85332","61653","47"
"85333","61654","28"
"85334","61654","18"
"85335","61655","28"
"85336","61655","62"
"85337","61655","18"
"85338","61656","18"
"85339","61657","18"
"85340","61658","47"
"85341","61659","62"
"85342","61659","28"
"85343","61660","62"
"85344","61660","28"
"85345","61661","35"
"85346","61662","35"
"85347","61663","35"
"85348","61664","35"
"85349","61665","35"
"85350","61666","35"
"85351","61667","35"
"85352","61668","35"
"85353","61669","35"
"85354","61670","35"
"85355","61671","36"
"85356","61672","36"
"85357","61673","36"
"85358","61674","134"
"85359","61675","36"
"85360","61676","134"
"85361","61677","36"
"85362","61678","36"
"85363","61679","36"
"85364","61680","36"
"85365","61681","36"
"85366","61682","134"
"85367","61683","36"
"85368","61684","134"
"85369","61685","36"
"85370","61686","36"
"85371","61687","134"
"85372","61688","36"
"85373","61689","36"
"85374","61690","36"
"85375","61691","134"
"85376","61692","36"
"85377","61693","36"
"85378","61694","36"
"85379","61695","12"
"85380","61696","12"
"85381","61697","12"
"85382","61698","12"
"85383","61699","12"
"85384","61700","12"
"85385","61701","12"
"85386","61702","12"
"85387","61703","12"
"85388","61704","12"
"85389","61705","12"
"85390","61706","12"
"85391","61707","12"
"85392","61708","12"
"85393","61709","12"
"85394","61710","12"
"85395","61711","12"
"85396","61712","12"
"85397","61713","12"
"85398","61714","12"
"85399","61715","12"
"85400","61716","12"
"85401","61717","12"
"85402","61718","12"
"85403","61719","12"
"85404","61720","12"
"85405","61721","12"
"85406","61722","12"
"85407","61723","12"
"85408","61724","12"
"85409","61725","12"
"85410","61726","12"
"85411","61727","12"
"85412","61728","12"
"85413","61729","12"
"85414","61730","12"
"85415","61731","12"
"85416","61732","12"
"85417","61733","12"
"85418","61734","12"
"85419","61735","12"
"85420","61736","12"
"85421","61737","12"
"85422","61738","12"
"85423","61739","12"
"85424","61740","12"
"85425","61741","12"
"85426","61742","12"
"85427","61743","12"
"85428","61744","12"
"85429","61745","12"
"85430","61746","12"
"85431","61747","12"
"85432","61748","12"
"85433","61749","12"
"85434","61750","12"
"85435","61751","12"
"85436","61752","12"
"85437","61753","12"
"85438","61754","12"
"85439","61755","12"
"85440","61756","12"
"85441","61757","12"
"85442","61758","12"
"85443","61759","12"
"85444","61760","12"
"85445","61761","12"
"85446","61762","12"
"85447","61763","12"
"85448","61764","12"
"85449","61765","12"
"85450","61766","12"
"85451","61767","12"
"85452","61768","12"
"85453","61769","12"
"85454","61770","12"
"85455","61771","12"
"85456","61772","12"
"85457","61773","12"
"85458","61774","12"
"85459","61775","12"
"85460","61776","12"
"85461","61777","12"
"85462","61778","12"
"85463","61779","12"
"85464","61780","12"
"85465","61781","12"
"85466","61782","12"
"85467","61783","12"
"85468","61784","12"
"85469","61785","12"
"85470","61786","12"
"85471","61787","12"
"85472","61788","12"
"85473","61789","12"
"85474","61790","12"
"85475","61791","12"
"85476","61792","12"
"85477","61793","12"
"85478","61794","12"
"85479","61795","12"
"85480","61796","12"
"85481","61797","12"
"85482","61798","12"
"85483","61799","12"
"85484","61800","12"
"85485","61801","12"
"85486","61802","12"
"85487","61803","12"
"85488","61804","12"
"85489","61805","12"
"85490","61806","12"
"85491","61807","12"
"85492","61808","12"
"85493","61809","12"
"85494","61810","12"
"85495","61811","12"
"85496","61812","12"
"85497","61813","12"
"85498","61814","12"
"85499","61815","12"
"85500","61816","12"
"85501","61817","12"
"85502","61818","12"
"85503","61819","12"
"85504","61820","12"
"85505","61821","12"
"85506","61822","12"
"85507","61823","12"
"85508","61824","12"
"85509","61825","12"
"85510","61826","12"
"85511","61827","12"
"85512","61828","12"
"85513","61829","12"
"85514","61830","12"
"85515","61831","12"
"85516","61832","12"
"85517","61833","12"
"85518","61834","12"
"85519","61835","12"
"85520","61836","12"
"85521","61837","12"
"85522","61838","12"
"85523","61839","12"
"85524","61840","12"
"85525","61841","12"
"85526","61842","12"
"85527","61843","12"
"85528","61844","12"
"85529","61845","12"
"85530","61846","12"
"85531","61847","12"
"85532","61848","12"
"85533","61849","12"
"85534","61850","12"
"85535","61851","12"
"85536","61852","12"
"85537","61853","12"
"85538","61854","12"
"85539","61855","12"
"85540","61856","12"
"85541","61857","12"
"85542","61858","12"
"85543","61859","12"
"85544","61860","12"
"85545","61861","12"
"85546","61862","12"
"85547","61863","12"
"85548","61864","12"
"85549","61865","12"
"85550","61866","12"
"85551","61867","12"
"85552","61868","12"
"85553","61869","12"
"85554","61870","12"
"85555","61871","12"
"85556","61872","12"
"85557","61873","12"
"85558","61874","12"
"85559","61875","12"
"85560","61876","12"
"85561","61877","12"
"85562","61878","12"
"85563","61879","12"
"85564","61880","12"
"85565","61881","12"
"85566","61882","12"
"85567","61883","12"
"85568","61884","12"
"85569","61885","12"
"85570","61886","12"
"85571","61887","12"
"85572","61888","12"
"85573","61889","12"
"85574","61890","12"
"85575","61891","12"
"85576","61892","12"
"85577","61893","12"
"85578","61894","12"
"85579","61895","12"
"85580","61896","12"
"85581","61897","12"
"85582","61898","12"
"85583","61899","12"
"85584","61900","12"
"85585","61901","12"
"85586","61902","12"
"85587","61903","12"
"85588","61904","12"
"85589","61905","12"
"85590","61906","12"
"85591","61907","12"
"85592","61908","12"
"85593","61909","12"
"85594","61910","12"
"85595","61911","12"
"85596","61912","12"
"85597","61913","12"
"85598","61914","12"
"85599","61915","12"
"85600","61916","12"
"85601","61917","12"
"85602","61918","12"
"85603","61919","12"
"85604","61920","12"
"85605","61921","12"
"85606","61922","12"
"85607","61923","12"
"85608","61924","12"
"85609","61925","12"
"85610","61926","12"
"85611","61927","12"
"85612","61928","12"
"85613","61929","12"
"85614","61930","12"
"85615","61931","12"
"85616","61932","12"
"85617","61933","12"
"85618","61934","12"
"85619","61935","12"
"85620","61936","12"
"85621","61937","12"
"85622","61938","12"
"85623","61939","12"
"85624","61940","12"
"85625","61941","12"
"85626","61942","12"
"85627","61943","12"
"85628","61944","12"
"85629","61945","12"
"85630","61946","12"
"85631","61947","12"
"85632","61948","12"
"85633","61949","12"
"85634","61950","12"
"85635","61951","12"
"85636","61952","12"
"85637","61953","12"
"85638","61954","12"
"85639","61955","12"
"85640","61956","12"
"85641","61957","12"
"85642","61958","12"
"85643","61959","12"
"85644","61960","12"
"85645","61961","12"
"85646","61962","12"
"85647","61963","12"
"85648","61964","12"
"85649","61965","12"
"85650","61966","12"
"85651","61967","12"
"85652","61968","12"
"85653","61969","12"
"85654","61970","12"
"85655","61971","12"
"85656","61972","12"
"85657","61973","12"
"85658","61974","12"
"85659","61975","12"
"85660","61976","12"
"85661","61977","12"
"85662","61978","12"
"85663","61979","12"
"85664","61980","12"
"85665","61981","12"
"85666","61982","12"
"85667","61983","12"
"85668","61984","12"
"85669","61985","12"
"85670","61986","12"
"85671","61987","12"
"85672","61988","12"
"85673","61989","12"
"85674","61990","12"
"85675","61991","12"
"85676","61992","12"
"85677","61993","12"
"85678","61994","12"
"85679","61995","12"
"85680","61996","12"
"85681","61997","12"
"85682","61998","12"
"85683","61999","12"
"85684","62000","12"
"85685","62001","12"
"85686","62002","12"
"85687","62003","12"
"85688","62004","12"
"85689","62005","12"
"85690","62006","12"
"85691","62007","12"
"85692","62008","12"
"85693","62009","12"
"85694","62010","12"
"85695","62011","12"
"85696","62012","12"
"85697","62013","12"
"85698","62014","12"
"85699","62015","12"
"85700","62016","12"
"85701","62017","12"
